Time	ROI-2-_sig_410	ROI-2-_sig_470	Input_DIO-1-bpod
0:00:12:40.2472637	2.667499732	6.223944595	0
0:00:12:40.2805979	2.669251169	6.222306397	0
0:00:12:40.3139320	2.662675729	6.221340087	0
0:00:12:40.3472662	2.663294772	6.217701324	0
0:00:12:40.3806004	2.666163506	6.223121721	0
0:00:12:40.4139346	2.666186154	6.220615354	0
0:00:12:40.4472687	2.669522944	6.226896371	0
0:00:12:40.4806029	2.673788298	6.226919019	0
0:00:12:40.5139371	2.66795269	6.231878909	0
0:00:12:40.5472713	2.667386492	6.224910905	0
0:00:12:40.5806054	2.670783677	6.227002061	0
0:00:12:40.6139396	2.671629199	6.232180881	0
0:00:12:40.6472738	2.671885875	6.22723609	0
0:00:12:40.6806080	2.670043846	6.222246003	0
0:00:12:40.7139422	2.665378379	6.226269779	0
0:00:12:40.7472764	2.665091505	6.218146733	0
0:00:12:40.7806105	2.669296465	6.216855803	0
0:00:12:40.8139447	2.671742438	6.221400481	0
0:00:12:40.8472789	2.664329026	6.225650737	0
0:00:12:40.8806130	2.664230885	6.22808916	0
0:00:12:40.9139472	2.66503866	6.225665835	0
0:00:12:40.9472814	2.660041024	6.209193263	0
0:00:12:40.9806156	2.663302321	6.216470788	0
0:00:12:41.0139497	2.670232578	6.221143805	0
0:00:12:41.0472839	2.669590888	6.221475974	0
0:00:12:41.0806181	2.668971845	6.215791351	0
0:00:12:41.1139523	2.669039789	6.215761154	0
0:00:12:41.1472865	2.663166434	6.224442849	0
0:00:12:41.1806206	2.662147278	6.224012539	0
0:00:12:41.2139548	2.665325534	6.21493828	0
0:00:12:41.2472890	2.665302886	6.217648479	0
0:00:12:41.2806231	2.662034039	6.213164195	0
0:00:12:41.3139573	2.667461985	6.214923182	0
0:00:12:41.3472915	2.669281367	6.211088138	0
0:00:12:41.3806257	2.664495111	6.216674619	0
0:00:12:41.4139599	2.662313363	6.206936023	0
0:00:12:41.4472940	2.66191325	6.211971406	0
0:00:12:41.4806282	2.667869648	6.223219862	0
0:00:12:41.5139624	2.664887674	6.208204305	0
0:00:12:41.5472966	2.666752351	6.211140983	0
0:00:12:41.5806308	2.668617028	6.220939974	0
0:00:12:41.6139649	2.660116517	6.213964421	0
0:00:12:41.6472991	2.670262776	6.215904591	0
0:00:12:41.6806333	2.668435845	6.219739635	0
0:00:12:41.7139675	2.663038096	6.223733215	0
0:00:12:41.7473017	2.662705927	6.20804577	0
0:00:12:41.7806359	2.664162941	6.215255351	0
0:00:12:41.8139700	2.65889353	6.215104365	0
0:00:12:41.8473042	2.663815674	6.217973099	0
0:00:12:41.8806384	2.667862098	6.216697267	0
0:00:12:41.9139726	2.667545028	6.224910905	0
0:00:12:41.9473067	2.665884182	6.215821549	0
0:00:12:41.9806409	2.666503224	6.212394166	0
0:00:12:42.0139751	2.669870212	6.21936217	0
0:00:12:42.0473093	2.662434152	6.213692646	0
0:00:12:42.0806435	2.668737817	6.214802393	0
0:00:12:42.1139776	2.661505588	6.211442955	0
0:00:12:42.1473118	2.660207108	6.20686053	0
0:00:12:42.1806460	2.658229192	6.211473152	0
0:00:12:42.2139802	2.668156521	6.215398788	0
0:00:12:42.2473143	2.663038096	6.213964421	0
0:00:12:42.2806485	2.665589759	6.211005095	0
0:00:12:42.3139827	2.660788405	6.215104365	0
0:00:12:42.3473169	2.661920799	6.198533652	0
0:00:12:42.3806510	2.655866261	6.203825711	0
0:00:12:42.4139852	2.663400462	6.211216476	0
0:00:12:42.4473194	2.664729139	6.213398223	0
0:00:12:42.4806536	2.66169432	6.219807579	0
0:00:12:42.5139878	2.662585138	6.205109092	0
0:00:12:42.5473219	2.663679786	6.213428421	0
0:00:12:42.5806561	2.660803503	6.204905261	0
0:00:12:42.6139903	2.663309871	6.216750112	0
0:00:12:42.6473245	2.664374322	6.217172873	0
0:00:12:42.6806586	2.662683279	6.206483065	0
0:00:12:42.7139928	2.662230321	6.208438333	0
0:00:12:42.7473270	2.664374322	6.212288476	0
0:00:12:42.7806612	2.658984122	6.213919125	0
0:00:12:42.8139954	2.662177476	6.209502785	0
0:00:12:42.8473295	2.662419053	6.211805321	0
0:00:12:42.8806637	2.662109532	6.210038785	0
0:00:12:42.9139979	2.659301192	6.215059069	0
0:00:12:42.9473320	2.658055558	6.212175237	0
0:00:12:42.9806662	2.665536914	6.197544694	0
0:00:12:43.0140004	2.665219843	6.207132305	0
0:00:12:43.0473346	2.666020069	6.21235642	0
0:00:12:43.0806688	2.663785476	6.225084539	0
0:00:12:43.1140029	2.665302886	6.206792586	0
0:00:12:43.1473371	2.659580517	6.210167123	0
0:00:12:43.1806713	2.661664123	6.212416814	0
0:00:12:43.2140055	2.658327333	6.205282726	0
0:00:12:43.2473397	2.660795954	6.207200248	0
0:00:12:43.2806738	2.662041588	6.207955178	0
0:00:12:43.3140080	2.669515395	6.205358219	0
0:00:12:43.3473422	2.65997308	6.215768703	0
0:00:12:43.3806763	2.659942883	6.206467966	0
0:00:12:43.4140105	2.665242491	6.209970841	0
0:00:12:43.4473447	2.65609274	6.217973099	0
0:00:12:43.4806789	2.661203616	6.207041713	0
0:00:12:43.5140131	2.663075842	6.215179858	0
0:00:12:43.5473473	2.660962038	6.211291969	0
0:00:12:43.5806814	2.657149642	6.213896477	0
0:00:12:43.6140156	2.664366773	6.215746056	0
0:00:12:43.6473498	2.663740181	6.209374447	0
0:00:12:43.6806840	2.660161813	6.214492872	0
0:00:12:43.7140182	2.664434716	6.217422	0
0:00:12:43.7473523	2.664155392	6.220434171	0
0:00:12:43.7806865	2.662056687	6.212703688	0
0:00:12:43.8140207	2.660456235	6.204142782	0
0:00:12:43.8473548	2.660931841	6.210333208	0
0:00:12:43.8806890	2.664970717	6.213156646	0
0:00:12:43.9140232	2.666254097	6.218229775	0
0:00:12:43.9473574	2.655058486	6.214319238	0
0:00:12:43.9806916	2.664034603	6.220343579	0
0:00:12:44.0140257	2.663400462	6.210974898	0
0:00:12:44.0473599	2.663226828	6.219415015	0
0:00:12:44.0806941	2.664955618	6.215768703	0
0:00:12:44.1140283	2.664261082	6.218509099	0
0:00:12:44.1473625	2.66127156	6.214500421	0
0:00:12:44.1806966	2.660795954	6.208815798	0
0:00:12:44.2140308	2.660856348	6.216146168	0
0:00:12:44.2473650	2.655828515	6.203780416	0
0:00:12:44.2806992	2.658417924	6.207955178	0
0:00:12:44.3140334	2.665393477	6.208272249	0
0:00:12:44.3473675	2.666593816	6.212273378	0
0:00:12:44.3807017	2.666080464	6.210929602	0
0:00:12:44.4140359	2.666722154	6.203674725	0
0:00:12:44.4473700	2.662411504	6.203780416	0
0:00:12:44.4807042	2.665378379	6.213035857	0
0:00:12:44.5140384	2.659784348	6.204361712	0
0:00:12:44.5473726	2.660267503	6.205977262	0
0:00:12:44.5807068	2.659172854	6.2093367	0
0:00:12:44.6140409	2.668835958	6.204391909	0
0:00:12:44.6473751	2.666774999	6.217791916	0
0:00:12:44.6807093	2.659406883	6.205629994	0
0:00:12:44.7140435	2.661097926	6.201628865	0
0:00:12:44.7473776	2.659565418	6.208891291	0
0:00:12:44.7807118	2.661845306	6.204678782	0
0:00:12:44.8140460	2.651502766	6.207358784	0
0:00:12:44.8473802	2.65868215	6.201296696	0
0:00:12:44.8807143	2.666261647	6.203689824	0
0:00:12:44.9140485	2.664676294	6.20621129	0
0:00:12:44.9473827	2.667439337	6.209238559	0
0:00:12:44.9807169	2.661966095	6.211563744	0
0:00:12:45.0140511	2.663121138	6.204739177	0
0:00:12:45.0473852	2.662358659	6.207064361	0
0:00:12:45.0807194	2.661362151	6.205229881	0
0:00:12:45.1140536	2.656772177	6.209487686	0
0:00:12:45.1473878	2.659723953	6.203123627	0
0:00:12:45.1807220	2.659014319	6.206022558	0
0:00:12:45.2140562	2.668662324	6.213639801	0
0:00:12:45.2473903	2.664623449	6.218124085	0
0:00:12:45.2807245	2.662003842	6.204082388	0
0:00:12:45.3140587	2.662977701	6.212741434	0
0:00:12:45.3473928	2.657345924	6.207713601	0
0:00:12:45.3807270	2.660463785	6.205856473	0
0:00:12:45.4140612	2.661294208	6.213458618	0
0:00:12:45.4473954	2.660886545	6.208679911	0
0:00:12:45.4807296	2.663181532	6.217437099	0
0:00:12:45.5140637	2.66632959	6.206996417	0
0:00:12:45.5473979	2.664200688	6.211782673	0
0:00:12:45.5807321	2.657881924	6.20621129	0
0:00:12:45.6140663	2.654643275	6.208702559	0
0:00:12:45.6474005	2.65469612	6.206588755	0
0:00:12:45.6807346	2.6570666	6.198812976	0
0:00:12:45.7140688	2.657647896	6.196789764	0
0:00:12:45.7474030	2.658795389	6.202104471	0
0:00:12:45.7807372	2.659391784	6.208143911	0
0:00:12:45.8140714	2.663392913	6.212733885	0
0:00:12:45.8474055	2.661331954	6.198745033	0
0:00:12:45.8807397	2.656440008	6.207200248	0
0:00:12:45.9140739	2.656945811	6.205539402	0
0:00:12:45.9474080	2.65792722	6.202481936	0
0:00:12:45.9807422	2.656704233	6.200013315	0
0:00:12:46.0140764	2.659980629	6.206075403	0
0:00:12:46.0474106	2.661090376	6.206339628	0
0:00:12:46.0807448	2.660025925	6.200443625	0
0:00:12:46.1140789	2.657232684	6.204822219	0
0:00:12:46.1474131	2.661286658	6.204429655	0
0:00:12:46.1807473	2.661324405	6.204792022	0
0:00:12:46.2140815	2.655994599	6.204422106	0
0:00:12:46.2474157	2.661362151	6.201643964	0
0:00:12:46.2807498	2.659603164	6.194343791	0
0:00:12:46.3140840	2.659203052	6.197212525	0
0:00:12:46.3474182	2.659248347	6.19769568	0
0:00:12:46.3807523	2.659165305	6.208604418	0
0:00:12:46.4140865	2.66159618	6.208513826	0
0:00:12:46.4474207	2.661460292	6.21095225	0
0:00:12:46.4807549	2.663400462	6.205826276	0
0:00:12:46.5140891	2.658878432	6.206090501	0
0:00:12:46.5474232	2.658923727	6.202504584	0
0:00:12:46.5807574	2.654635725	6.193762495	0
0:00:12:46.6140916	2.653246654	6.196548187	0
0:00:12:46.6474258	2.65609274	6.196782215	0
0:00:12:46.6807599	2.662147278	6.196110327	0
0:00:12:46.7140941	2.65631167	6.194902439	0
0:00:12:46.7474283	2.661633926	6.199379174	0
0:00:12:46.7807625	2.66493297	6.2028745	0
0:00:12:46.8140967	2.658334882	6.204965656	0
0:00:12:46.8474308	2.657798882	6.200594611	0
0:00:12:46.8807650	2.657459163	6.192426269	0
0:00:12:46.9140992	2.663189082	6.198427962	0
0:00:12:46.9474334	2.654114824	6.197348412	0
0:00:12:46.9807676	2.656817473	6.196646327	0
0:00:12:47.0141017	2.65889353	6.197061539	0
0:00:12:47.0474359	2.658161248	6.205901769	0
0:00:12:47.0807701	2.658002713	6.193573762	0
0:00:12:47.1141043	2.660441137	6.202081823	0
0:00:12:47.1474384	2.65662874	6.207736249	0
0:00:12:47.1807726	2.660176911	6.199658498	0
0:00:12:47.2141068	2.6565306	6.198224131	0
0:00:12:47.2474410	2.656651388	6.199907625	0
0:00:12:47.2807752	2.654386598	6.206415121	0
0:00:12:47.3141093	2.663053194	6.20901208	0
0:00:12:47.3474435	2.659716404	6.211994054	0
0:00:12:47.3807777	2.661603729	6.210325658	0
0:00:12:47.4141119	2.65749691	6.209253658	0
0:00:12:47.4474460	2.658183896	6.200375681	0
0:00:12:47.4807802	2.660637419	6.208808249	0
0:00:12:47.5141144	2.659301192	6.205720586	0
0:00:12:47.5474486	2.66169432	6.201296696	0
0:00:12:47.5807827	2.665702999	6.209095123	0
0:00:12:47.6141169	2.660954489	6.204437205	0
0:00:12:47.6474511	2.665823787	6.210061433	0
0:00:12:47.6807853	2.659950432	6.214613661	0
0:00:12:47.7141195	2.660569475	6.206347177	0
0:00:12:47.7474537	2.663475955	6.201915739	0
0:00:12:47.7807878	2.658176347	6.203697373	0
0:00:12:47.8141220	2.657157191	6.202580077	0
0:00:12:47.8474562	2.657315727	6.199182892	0
0:00:12:47.8807903	2.664019505	6.210929602	0
0:00:12:47.9141245	2.658659502	6.204943008	0
0:00:12:47.9474587	2.658327333	6.197001145	0
0:00:12:47.9807929	2.65803291	6.195196862	0
0:00:12:48.0141271	2.654832007	6.191973311	0
0:00:12:48.0474612	2.657111896	6.19812599	0
0:00:12:48.0807954	2.65663629	6.201055118	0
0:00:12:48.1141296	2.659686207	6.195227059	0
0:00:12:48.1474638	2.65738367	6.193822889	0
0:00:12:48.1807979	2.656070092	6.193407678	0
0:00:12:48.2141321	2.658727446	6.1920941	0
0:00:12:48.2474663	2.658870882	6.201055118	0
0:00:12:48.2808005	2.661060179	6.199009258	0
0:00:12:48.3141347	2.654635725	6.193513368	0
0:00:12:48.3474688	2.655866261	6.203176472	0
0:00:12:48.3808030	2.657753586	6.197605088	0
0:00:12:48.4141372	2.660478883	6.194932636	0
0:00:12:48.4474714	2.660735559	6.198548751	0
0:00:12:48.4808055	2.662207673	6.204557993	0
0:00:12:48.5141397	2.656372064	6.208770503	0
0:00:12:48.5474739	2.656726881	6.202255457	0
0:00:12:48.5808081	2.656409811	6.198850723	0
0:00:12:48.6141423	2.655828515	6.196397201	0
0:00:12:48.6474764	2.661928349	6.209306503	0
0:00:12:48.6808106	2.658214093	6.211941209	0
0:00:12:48.7141448	2.65727798	6.196208468	0
0:00:12:48.7474790	2.66266818	6.196517989	0
0:00:12:48.7808132	2.65771584	6.208249601	0
0:00:12:48.8141473	2.659890038	6.200692752	0
0:00:12:48.8474815	2.663981758	6.199288582	0
0:00:12:48.8808157	2.655941754	6.19672182	0
0:00:12:48.9141498	2.659150206	6.201432583	0
0:00:12:48.9474840	2.659225699	6.197091736	0
0:00:12:48.9808182	2.658500967	6.192426269	0
0:00:12:49.0141524	2.659505024	6.194185256	0
0:00:12:49.0474866	2.657519558	6.204633486	0
0:00:12:49.0808207	2.659338939	6.208838446	0
0:00:12:49.1141549	2.662743673	6.20136464	0
0:00:12:49.1474891	2.657353473	6.20588667	0
0:00:12:49.1808233	2.663551448	6.201832696	0
0:00:12:49.2141575	2.656447557	6.206347177	0
0:00:12:49.2474916	2.661143222	6.203863458	0
0:00:12:49.2808258	2.65511888	6.197997652	0
0:00:12:49.3141600	2.655617134	6.20513174	0
0:00:12:49.3474942	2.662653082	6.196419848	0
0:00:12:49.3808283	2.659678657	6.197144581	0
0:00:12:49.4141625	2.656440008	6.199643399	0
0:00:12:49.4474967	2.654439444	6.203863458	0
0:00:12:49.4808309	2.654650824	6.201009823	0
0:00:12:49.5141650	2.654990542	6.195015679	0
0:00:12:49.5474992	2.662796518	6.201032471	0
0:00:12:49.5808334	2.650732737	6.202859401	0
0:00:12:49.6141676	2.656802374	6.204844867	0
0:00:12:49.6475018	2.654296007	6.203116077	0
0:00:12:49.6808359	2.659897587	6.210068982	0
0:00:12:49.7141701	2.655624684	6.194049368	0
0:00:12:49.7475043	2.660418489	6.189414098	0
0:00:12:49.7808385	2.655586937	6.198458159	0
0:00:12:49.8141727	2.657164741	6.19834492	0
0:00:12:49.8475068	2.653088119	6.19478165	0
0:00:12:49.8808410	2.657874375	6.19198841	0
0:00:12:49.9141752	2.655292514	6.196336806	0
0:00:12:49.9475094	2.650762935	6.204776923	0
0:00:12:49.9808435	2.65663629	6.192396072	0
0:00:12:50.0141777	2.662494546	6.207170051	0
0:00:12:50.0475119	2.659784348	6.206498163	0
0:00:12:50.0808461	2.663038096	6.210816363	0
0:00:12:50.1141802	2.654945247	6.201221203	0
0:00:12:50.1475144	2.654650824	6.195740411	0
0:00:12:50.1808486	2.659474826	6.188198661	0
0:00:12:50.2141828	2.659822094	6.200232245	0
0:00:12:50.2475170	2.65588136	6.202685767	0
0:00:12:50.2808511	2.653382542	6.203803063	0
0:00:12:50.3141853	2.654069528	6.202044077	0
0:00:12:50.3475195	2.664653646	6.21558752	0
0:00:12:50.3808537	2.653858147	6.213375575	0
0:00:12:50.4141878	2.656923163	6.204240923	0
0:00:12:50.4475220	2.662373757	6.203606782	0
0:00:12:50.4808562	2.654311105	6.195619623	0
0:00:12:50.5141904	2.656115388	6.211314617	0
0:00:12:50.5475246	2.656817473	6.193392579	0
0:00:12:50.5808587	2.657632797	6.198322272	0
0:00:12:50.6141929	2.650528906	6.199326329	0
0:00:12:50.6475271	2.653790204	6.206928474	0
0:00:12:50.6808613	2.652121809	6.198820526	0
0:00:12:50.7141954	2.655737923	6.196850159	0
0:00:12:50.7475296	2.65393364	6.197778722	0
0:00:12:50.7808638	2.653646767	6.196782215	0
0:00:12:50.8141980	2.655088683	6.195242158	0
0:00:12:50.8475322	2.660561926	6.200428527	0
0:00:12:50.8808664	2.660169362	6.202217711	0
0:00:12:50.9142005	2.655858712	6.195831003	0
0:00:12:50.9475347	2.653571274	6.198042948	0
0:00:12:50.9808689	2.651397076	6.198888469	0
0:00:12:51.0142030	2.657104346	6.188719563	0
0:00:12:51.0475372	2.652114259	6.189036633	0
0:00:12:51.0808714	2.658274488	6.199915174	0
0:00:12:51.1142056	2.65609274	6.189119676	0
0:00:12:51.1475398	2.656825022	6.197121933	0
0:00:12:51.1808739	2.657368572	6.195898947	0
0:00:12:51.2142081	2.659557869	6.194902439	0
0:00:12:51.2475423	2.66266818	6.203070781	0
0:00:12:51.2808765	2.665287787	6.209623574	0
0:00:12:51.3142107	2.667877197	6.204105035	0
0:00:12:51.3475448	2.662192574	6.21084656	0
0:00:12:51.3808790	2.656100289	6.202663119	0
0:00:12:51.4142132	2.663166434	6.200458724	0
0:00:12:51.4475474	2.668005535	6.199567906	0
0:00:12:51.4808815	2.662139729	6.211737377	0
0:00:12:51.5142157	2.667039225	6.218554395	0
0:00:12:51.5475499	2.666193703	6.217580535	0
0:00:12:51.5808841	2.663989308	6.214251294	0
0:00:12:51.6142182	2.662373757	6.218494001	0
0:00:12:51.6475524	2.663498603	6.208755404	0
0:00:12:51.6808866	2.660471334	6.219030001	0
0:00:12:51.7142208	2.66395911	6.211563744	0
0:00:12:51.7475550	2.663770378	6.213428421	0
0:00:12:51.7808891	2.65964846	6.211760025	0
0:00:12:51.8142233	2.668503789	6.209887799	0
0:00:12:51.8475575	2.657149642	6.210506842	0
0:00:12:51.8808917	2.662366208	6.21214504	0
0:00:12:51.9142258	2.663543899	6.206686896	0
0:00:12:51.9475600	2.658349981	6.210355856	0
0:00:12:51.9808942	2.661550884	6.20642267	0
0:00:12:52.0142284	2.658440572	6.195846102	0
0:00:12:52.0475625	2.654386598	6.207305939	0
0:00:12:52.0808967	2.652544569	6.193724748	0
0:00:12:52.1142309	2.658614206	6.202768809	0
0:00:12:52.1475651	2.655737923	6.193369931	0
0:00:12:52.1808993	2.66223787	6.19370965	0
0:00:12:52.2142334	2.655579388	6.193890833	0
0:00:12:52.2475676	2.656817473	6.194691059	0
0:00:12:52.2809018	2.656787276	6.203055683	0
0:00:12:52.3142360	2.65631167	6.209434841	0
0:00:12:52.3475702	2.656923163	6.197401257	0
0:00:12:52.3809043	2.654839556	6.197846666	0
0:00:12:52.4142385	2.655866261	6.191807226	0
0:00:12:52.4475727	2.657730938	6.195076073	0
0:00:12:52.4809069	2.657368572	6.191278775	0
0:00:12:52.5142410	2.65641736	6.197491849	0
0:00:12:52.5475752	2.657051501	6.199515061	0
0:00:12:52.5809094	2.660365644	6.203750218	0
0:00:12:52.6142436	2.65964846	6.20621129	0
0:00:12:52.6475777	2.663740181	6.209933095	0
0:00:12:52.6809119	2.658191445	6.202791457	0
0:00:12:52.7142461	2.665272688	6.203863458	0
0:00:12:52.7475803	2.663762829	6.203553937	0
0:00:12:52.7809145	2.661090376	6.20492036	0
0:00:12:52.8142487	2.659225699	6.20847608	0
0:00:12:52.8475828	2.65587381	6.203742669	0
0:00:12:52.8809170	2.660101418	6.207773995	0
0:00:12:52.9142512	2.659210601	6.208166559	0
0:00:12:52.9475853	2.662509645	6.194517425	0
0:00:12:52.9809195	2.665808689	6.203538838	0
0:00:12:53.0142537	2.655194373	6.20233095	0
0:00:12:53.0475879	2.663951561	6.19489489	0
0:00:12:53.0809221	2.665748294	6.200685203	0
0:00:12:53.1142562	2.659369136	6.210484194	0
0:00:12:53.1475904	2.661603729	6.203501092	0
0:00:12:53.1809246	2.659769249	6.201477879	0
0:00:12:53.2142588	2.651555611	6.202632922	0
0:00:12:53.2475930	2.659693756	6.200738048	0
0:00:12:53.2809271	2.657700741	6.193905932	0
0:00:12:53.3142613	2.65350333	6.184069194	0
0:00:12:53.3475955	2.655503895	6.189338605	0
0:00:12:53.3809296	2.662909758	6.191135339	0
0:00:12:53.4142638	2.654114824	6.193483171	0
0:00:12:53.4475980	2.657904572	6.199303681	0
0:00:12:53.4809322	2.662441701	6.198141089	0
0:00:12:53.5142664	2.658380178	6.195121369	0
0:00:12:53.5476005	2.660773306	6.19402672	0
0:00:12:53.5809347	2.658531164	6.200790893	0
0:00:12:53.6142689	2.65738367	6.190289817	0
0:00:12:53.6476031	2.660493982	6.200979625	0
0:00:12:53.6809373	2.663906265	6.203954049	0
0:00:12:53.7142714	2.65986739	6.191052296	0
0:00:12:53.7476056	2.663566547	6.195740411	0
0:00:12:53.7809398	2.666616464	6.199016808	0
0:00:12:53.8142740	2.655715275	6.199756639	0
0:00:12:53.8476082	2.65933139	6.193075509	0
0:00:12:53.8809423	2.657949868	6.197144581	0
0:00:12:53.9142765	2.658833136	6.200745597	0
0:00:12:53.9476107	2.661279109	6.195423341	0
0:00:12:53.9809448	2.657527107	6.193739847	0
0:00:12:54.0142790	2.657610149	6.196065031	0
0:00:12:54.0476132	2.6597617	6.198261878	0
0:00:12:54.0809474	2.662517194	6.206573656	0
0:00:12:54.1142816	2.662192574	6.20168926	0
0:00:12:54.1476158	2.662811617	6.205373318	0
0:00:12:54.1809499	2.659210601	6.204172979	0
0:00:12:54.2142841	2.660614771	6.200790893	0
0:00:12:54.2476183	2.659595615	6.204021993	0
0:00:12:54.2809525	2.653110767	6.200677653	0
0:00:12:54.3142866	2.660033475	6.195023228	0
0:00:12:54.3476208	2.653488232	6.198095793	0
0:00:12:54.3809550	2.655926656	6.196676525	0
0:00:12:54.4142892	2.653276851	6.205056247	0
0:00:12:54.4476233	2.65899922	6.20707946	0
0:00:12:54.4809575	2.66072801	6.201508076	0
0:00:12:54.5142917	2.66342311	6.20718515	0
0:00:12:54.5476259	2.660569475	6.206362276	0
0:00:12:54.5809601	2.659248347	6.200134104	0
0:00:12:54.6142942	2.657564854	6.20082109	0
0:00:12:54.6476284	2.657406318	6.203901204	0
0:00:12:54.6809626	2.66007877	6.19133917	0
0:00:12:54.7142968	2.658010262	6.199039455	0
0:00:12:54.7476309	2.656545698	6.198458159	0
0:00:12:54.7809651	2.649660737	6.19101455	0
0:00:12:54.8142993	2.65382795	6.200692752	0
0:00:12:54.8476335	2.653744908	6.200119005	0
0:00:12:54.8809677	2.659172854	6.202240358	0
0:00:12:54.9143018	2.660365644	6.201930837	0
0:00:12:54.9476360	2.656825022	6.199228188	0
0:00:12:54.9809702	2.661852856	6.20254988	0
0:00:12:55.0143044	2.66137725	6.202534781	0
0:00:12:55.0476385	2.659286094	6.206286783	0
0:00:12:55.0809727	2.658282037	6.199122498	0
0:00:12:55.1143069	2.66235111	6.19737861	0
0:00:12:55.1476411	2.651917977	6.198360018	0
0:00:12:55.1809753	2.653337246	6.188598774	0
0:00:12:55.2143094	2.656372064	6.189587732	0
0:00:12:55.2476436	2.646588172	6.185360124	0
0:00:12:55.2809778	2.656666487	6.176293416	0
0:00:12:55.3143120	2.65555674	6.19187517	0
0:00:12:55.3476462	2.653231556	6.192516861	0
0:00:12:55.3809803	2.656658938	6.186047111	0
0:00:12:55.4143145	2.655360458	6.198473258	0
0:00:12:55.4476487	2.659354038	6.197665483	0
0:00:12:55.4809828	2.65566243	6.196804863	0
0:00:12:55.5143170	2.654937697	6.206060304	0
0:00:12:55.5476512	2.655028289	6.199628301	0
0:00:12:55.5809854	2.655760571	6.208309995	0
0:00:12:55.6143196	2.655571838	6.19510627	0
0:00:12:55.6476537	2.657021304	6.197227624	0
0:00:12:55.6809879	2.65468857	6.19953016	0
0:00:12:55.7143221	2.655828515	6.197099285	0
0:00:12:55.7476563	2.650355272	6.191188184	0
0:00:12:55.7809904	2.651963273	6.180573869	0
0:00:12:55.8143246	2.649743779	6.184741082	0
0:00:12:55.8476588	2.650257132	6.183691729	0
0:00:12:55.8809930	2.649773976	6.187164407	0
0:00:12:55.9143271	2.651646203	6.180490826	0
0:00:12:55.9476613	2.652438879	6.187647562	0
0:00:12:55.9809955	2.655352909	6.186847337	0
0:00:12:56.0143297	2.652876738	6.184861871	0
0:00:12:56.0476639	2.650868625	6.182921701	0
0:00:12:56.0809980	2.649358765	6.183872912	0
0:00:12:56.1143322	2.652906936	6.184559899	0
0:00:12:56.1476664	2.652302992	6.181932742	0
0:00:12:56.1810006	2.654862204	6.191731733	0
0:00:12:56.2143348	2.655141528	6.18605466	0
0:00:12:56.2476689	2.655300064	6.191248578	0
0:00:12:56.2810031	2.657987614	6.188817704	0
0:00:12:56.3143373	2.652854091	6.189663225	0
0:00:12:56.3476715	2.654084626	6.188085422	0
0:00:12:56.3810057	2.657021304	6.186937928	0
0:00:12:56.4143398	2.657300628	6.194275847	0
0:00:12:56.4476740	2.65620598	6.186900182	0
0:00:12:56.4810082	2.652310541	6.188613873	0
0:00:12:56.5143424	2.650566653	6.186643505	0
0:00:12:56.5476765	2.650143892	6.191527902	0
0:00:12:56.5810107	2.656190881	6.198254328	0
0:00:12:56.6143449	2.649509751	6.187368238	0
0:00:12:56.6476791	2.653963838	6.194411735	0
0:00:12:56.6810133	2.645765298	6.193301988	0
0:00:12:56.7143474	2.650694991	6.193996523	0
0:00:12:56.7476816	2.657202487	6.182793363	0
0:00:12:56.7810158	2.660320348	6.206694445	0
0:00:12:56.8143500	2.660207108	6.208302446	0
0:00:12:56.8476841	2.661860405	6.206928474	0
0:00:12:56.8810183	2.662086884	6.198714836	0
0:00:12:56.9143525	2.659225699	6.2088007	0
0:00:12:56.9476867	2.660025925	6.207517319	0
0:00:12:56.9810208	2.661535785	6.202255457	0
0:00:12:57.0143550	2.659346488	6.203712472	0
0:00:12:57.0476892	2.661513137	6.204044641	0
0:00:12:57.0810234	2.651699048	6.195468637	0
0:00:12:57.1143576	2.661090376	6.195725313	0
0:00:12:57.1476917	2.652718203	6.193105706	0
0:00:12:57.1810259	2.654567782	6.193075509	0
0:00:12:57.2143601	2.65696091	6.191127789	0
0:00:12:57.2476943	2.652333189	6.18929331	0
0:00:12:57.2810285	2.653307049	6.19629906	0
0:00:12:57.3143626	2.657564854	6.198737483	0
0:00:12:57.3476968	2.656568346	6.195876299	0
0:00:12:57.3810310	2.652159555	6.19424565	0
0:00:12:57.4143651	2.65792722	6.196314158	0
0:00:12:57.4476993	2.656017247	6.200956978	0
0:00:12:57.4810335	2.661784912	6.198971512	0
0:00:12:57.5143677	2.656039895	6.208944137	0
0:00:12:57.5477019	2.651261188	6.193988974	0
0:00:12:57.5810360	2.651933076	6.1861679	0
0:00:12:57.6143702	2.648196173	6.178097698	0
0:00:12:57.6477044	2.657459163	6.195211961	0
0:00:12:57.6810386	2.659497474	6.197257821	0
0:00:12:57.7143727	2.656221078	6.188810154	0
0:00:12:57.7477069	2.656900515	6.190131282	0
0:00:12:57.7810411	2.652423781	6.19144486	0
0:00:12:57.8143753	2.647962144	6.188712014	0
0:00:12:57.8477095	2.65275595	6.192667847	0
0:00:12:57.8810436	2.65264271	6.187013421	0
0:00:12:57.9143778	2.650030653	6.192894326	0
0:00:12:57.9477120	2.644844284	6.187957084	0
0:00:12:57.9810462	2.64963054	6.186907731	0
0:00:12:58.0143803	2.657074149	6.188636521	0
0:00:12:58.0477145	2.647977243	6.190682381	0
0:00:12:58.0810487	2.65555674	6.187081365	0
